,Sex,Sample ID,Season,Site,Month,Year,Ad_Atlantic_Salmon,Ad_cutthroat_trout,Ad_dolly_varden,Ad_Chinook_salmon,Ad_chum_salmon,Ad_coho_salmon,Ad_pink_salmon,Ad_sockeye_salmon,Ad_steelhead,American_Shad,Atka_Mackerel,Bathyraja_interrupta,Bay_Goby,Bering_Flounder,Big_Skate,Blackbelly_Eelpout,Buffalo_Sculpin,Butter_Sole,Cabezon,California_Market_Squid,Capelin,China_Rockfish,Dover_Sole,Dungeness_crab,English_Sole,Eulachon,Giant_Pacific_Octopus,Giant_Wrymouth,Great_Sculpin,Juv_Atlantic_salmon,Juv_Chinook_salmon,Juv_chum_salmon,Juv_coho_salmon,Juv_cutthroat_trout,Juv_dolly_varden,Juv_pink_salmon_,Juv_sockeye_salmon,Juv_steelhead,Kelp_Greenling,Lingcod,Longfin_Smelt,Longspine_Combfish,Magister_armhook_squid,Northern_Anchovy,Northern_Clingfish,Northern_Smoothtongue,Pacific_Cod,Pacific_Hake,Pacific_Halibut,Pacific_Herring,Pacific_Red_Octopus,Pacific_Sand_Lance,Pacific_Sandfish,Pacific_Staghorn_Sculpin,Pacific_Tomcod,Padded_Sculpin,Pile_Surfperch,Plainfin_Midshipman,Prickly_Sculpin,Puget_Sound_Rockfish,Red_Irish_Lord,River_Lamprey,Rock_Gunnel,Sablefish,Saddleback_Gunnel,Sand_Sole,Shiner_Surfperch,Snake_Prickleback,Speckled_Sanddab,Spiny_Dogfish,Spotted_Ratfish,Starry_Flounder,Striped_Surfperch,Surf_Smelt,Tadpole_Sculpin,Threespine_Stickleback,Walleye_Pollock,Whitebait_Smelt,Whitespotted_Greenling,Wolf_Eel,Unnamed: 86,Batrachoidiformes,Cephalopoda,Chimaeriformes,Clupeiformes,Crustacea,Gadiformes,Gasterosteiformes,Gobiesociformes,Osmeriformes,Perciformes,Petromyzontiformes,Pleuronectiformes,Rajiformes,Salmoniformes,Scorpaeniformes,Squaliformes
Cabezon,0.251468662088418,13.164622242817682,0.7944474993202063,0.756649287467763,0.939693893913622,0.8969876461800714,0.9460592116373698,0.090416513215131,0.6684376403277534,0.504398376018525,0.905130580575209,0.22158887778921155,0.6055663478245068,0.5587801705216424,0.9395958363087383,0.4671092045129208,0.5568231312862989,0.1446765955962782,0.2414045042465438,0.5337003923813192,0.004832036691882036,0.31794417258114915,0.548508882162816,0.17744125465513116,0.0,0.6634810704863756,0.22628176579997328,0.7240133473818109,0.28817401902216644,0.7122364962148872,0.5734232398255541,0.36655358842062213,0.28816521663571004,0.9964778079667326,0.02257372817161174,0.6976355151923034,0.1769929709973065,0.6842722675681915,0.7826909736435567,0.7959948528636113,0.7029683635412626,0.552223469985025,0.2927113490918991,0.06443369725782677,0.32654076180290337,0.06889445338355704,0.2884233849063582,0.2498472509404257,0.6520486164903097,0.8536866582173014,0.04122751978600392,0.9229258383454114,0.9365087646369318,0.7244946383032034,0.22610876749369413,0.6392574094148747,0.925641178286234,0.5715634111132418,0.16602367585589595,0.10892850591189307,0.9313110174643218,0.9812040291287001,0.3381393224975777,0.12566259631098797,0.2914741148965674,0.1082295882912081,0.06104369092652373,0.042060581247998496,0.6142546628573676,0.07624376654232101,0.6326318481965371,0.8605696608525109,0.4667209633406495,0.010029571254881797,0.999225321182113,0.8402753249770155,0.49326292606432187,0.6688061590089736,0.3292427548764071,0.005564813381339739,0.7409314035927422,0.6619318761585926,0.4454179356529392,0.004896961537105504,0.32369301832425634,0.7438029057137678,0.6237994826818897,0.023279099893892208,0.6937717327650994,0.7687547270457005,0.8514943305325684,0.21637416051243397,0.9928528261009149,0.6787262188803257,0.3987378111722101,0.5359654966554539,0.9799603207995139,0.9042227549138006,0.8243595666862634,0.4616094752746742,0.8819799819335153,0.48385505195233824,0.4242216358278339
California_Market_Squid,0.10140893464593914,13.498173956390248,0.44298692902376824,0.8762722486638779,0.33138106679751933,0.6074507210760578,0.17111974563094234,0.7098054298887603,0.8829554232200316,0.7560525090584892,0.2924486173210257,0.32391628106371506,0.7689962923819207,0.24611906793810068,0.825164743367545,0.0026115246640254774,0.8922664450169036,0.38707035485041663,0.9437928465725934,0.6214348744310649,0.47345562384921647,0.34357203767796396,0.21148774619066157,0.023308596808046866,0.6634810704863756,0.0,0.1518194749822699,0.9446455998548708,0.5171516496041828,0.5220097369221716,0.6424048071673849,0.7243887078214376,0.02762330952341796,0.5385171352076863,0.39826151728358183,0.5604027431500006,0.9856639279746485,0.9334061159583804,0.6214806580938826,0.9144527033431334,0.746284403300412,0.5958088802853462,0.8863484866197533,0.9307460330588097,0.6825221148292996,0.9428401864791409,0.4780615127515625,0.20653143089699655,0.4381574521164371,0.18114144311122793,0.5998828608382464,0.11844629496349324,0.935897049151308,0.27537002024220225,0.07401674744953124,0.516744210784121,0.12146791840008198,0.38009962727209123,0.24652783920142674,0.7660480004447009,0.25177589163220615,0.5688273268016495,0.42253896478694375,0.20266740553085394,0.9302268981565622,0.024047020124369545,0.19806184953209915,0.6915425077271391,0.5179291438495253,0.9045989797381896,0.638499375094187,0.8260513866236048,0.26355621811947827,0.9024106852159336,0.5469014133584199,0.5976791487032648,0.11977792921862407,0.24583250712458282,0.7677375299361979,0.4836588885312675,0.716197279642194,0.6069410542305288,0.8396276976276359,0.8309395518210804,0.526699619377123,0.4731404851393064,0.14858235607680748,0.13650690665188425,0.16329041223316998,0.346070385414212,0.5440808189189624,0.05455408978158938,0.7536393320714833,0.5428689453300614,0.9319912716072354,0.2574548714765097,0.9120212326547444,0.6616623441759717,0.8231014240018968,0.2642474441964061,0.9579197414516744,0.5268602571751033,0.06051680568171658
Capelin,0.6140836654529381,13.489264954771304,0.2353835303079328,0.04170315316984108,0.0615175890231513,0.6128756005730278,0.5430021377346682,0.4033832349817883,0.9681509801896127,0.16919392252338017,0.8973985283381712,0.1786393167382001,0.5452854411598992,0.1519138119778537,0.526365084469829,0.34323325707106245,0.07736200773491009,0.06575740908845384,0.18122812377713293,0.7813583453829277,0.39230884439089886,0.14206107178015515,0.9855794054995396,0.6805343939073284,0.22628176579997328,0.1518194749822699,0.0,0.6692752025620557,0.31634116104358534,0.01533815293827534,0.021465147599234347,0.06679433060367934,0.9683953048485536,0.34167440457158194,0.5316693173016803,0.39805439100153817,0.03108419879631208,0.1983160614138052,0.8770968452349296,0.4124195876009278,0.25999479639599277,0.7694590012998901,0.26104970544266415,0.9284572608648607,0.7314533910038753,0.9897446960188561,0.33666170195270195,0.2620411640263517,0.8963718940320186,0.5482268267117335,0.686983408470045,0.24432784489126458,0.3146270744670253,0.5210639505892413,0.3915525822192616,0.10086828449487373,0.6859248024937324,0.5038075848164303,0.8097443141627586,0.29725304784468987,0.7532186696764986,0.05948827216016994,0.5968705754737964,0.04187245836062614,0.05838681011241431,0.6356614431742132,0.22293586014843803,0.23845938880106277,0.054075242702510185,0.9334153897491928,0.18691458388672444,0.3157801416727821,0.3013569064004109,0.45903111320342493,0.3369899439866727,0.8754372752667331,0.682930391679663,0.49981173193208317,0.6732145422132976,0.06517894715449069,0.6682098135769381,0.9529065631757238,0.5523302413903981,0.9010826844896906,0.4424170701277038,0.46243797562820244,0.5473171471801854,0.060607384784593044,0.4222850400506116,0.39722161153462676,0.05970294470883253,0.6405268631551919,0.7739176091354066,0.5176421214349022,0.6772678623447913,0.13832884740776663,0.5841451803628879,0.8222957629396421,0.779994873102198,0.6637376848021013,0.589139772772975,0.2891408831577962,0.31864822151610284
China_Rockfish,0.5583997586003857,13.67117654194559,0.4746649339162672,0.8809746663769443,0.7676319523382934,0.6905280592790449,0.6654803983609681,0.7006648331971181,0.02980138781210162,0.05196637591106723,0.2246841846961929,0.06626136171380037,0.5522682498077136,0.16604612532016683,0.41725477026137947,0.6899713400014466,0.8832677572723305,0.24941013792416733,0.5564317098190305,0.08701334463151933,0.7972514349461356,0.18152885925459217,0.058536331680710596,0.11466904936115352,0.7240133473818109,0.9446455998548708,0.6692752025620557,0.0,0.9970853856176921,0.20535714469991573,0.9414837400878595,0.3032743079024437,0.9858908460698859,0.2707252785302575,0.6703110504542075,0.12501047793489128,0.4694290319290443,0.8842611781247962,0.2331145989102884,0.8442615350353995,0.07331944164399073,0.43672633954760975,0.636455770766251,0.9926196414905591,0.6040339685241854,0.042610631902088913,0.026186309816616404,0.49283076457058383,0.024311942206698967,0.12671580085230794,0.9314241639985644,0.11869758198270552,0.4553709846536552,0.1895799369371045,0.5976027822083816,0.6063768193030753,0.9606190109397826,0.2148871719103036,0.14672169744441643,0.02573444047560991,0.006727617111754625,0.706171574265108,0.2399197453810663,0.5079403249242717,0.7007094883458185,0.2961323737053233,0.8908959315257504,0.32852668525662476,0.07024408511580305,0.37644859412308873,0.14300054460084632,0.4861488752548496,0.08948020943539414,0.49026325072725174,0.6750434303049294,0.3165483479879032,0.9794922165785016,0.6896991008349587,0.2029233499273918,0.8265919514134642,0.9594943159353132,0.6963627074606114,0.12256821855215916,0.9780224899875444,0.5552037786683317,0.4269227885287089,0.13798558458639776,0.19053759783600444,0.39365252025520703,0.11029305700026426,0.12414011525697655,0.004927374768924464,0.8574786952114947,0.12815611605516775,0.38598436748603326,0.8402757466469996,0.48009306824917786,0.02286200456675158,0.7934740421854527,0.7089204794924416,0.5239108182099823,0.6084186528056102,0.026035952906168447
Dover_Sole,0.42642670272040384,13.903308671442813,0.6226860446081848,0.02387068698594519,0.09681091392513852,0.6461670299623348,0.6017439044084034,0.3172189760181434,0.6264439201301831,0.9148249773766124,0.14244714617422427,0.8940484896035096,0.6347290454418316,0.7168140973751276,0.09149580435375193,0.4917884684695558,0.8062938828507261,0.4722694468976968,0.6686711483289556,0.15808639822931247,0.5920646546150271,0.5720318773953668,0.16549355192267312,0.26113742610409796,0.28817401902216644,0.5171516496041828,0.31634116104358534,0.9970853856176921,0.0,0.9587082295897174,0.27290357292772915,0.6353616893969922,0.030791078432128582,0.9527228625368882,0.295387896493273,0.7312131420575234,0.06330780724153351,0.10328025904052462,0.16144175992825727,0.3180412290052509,0.39065338762049306,0.8351158807897419,0.6588124792504502,0.4926398940598382,0.8220244651999039,0.4476348385014687,0.8585077815756496,0.9283506687690327,0.701265142669786,0.13941598661378862,0.6216491195786792,0.08632509557779644,0.3706599533484415,0.4914769243650088,0.22518087147538657,0.6088888048662044,0.36014748683463893,0.27366276035493653,0.5628115607209323,0.9941849927105029,0.21885620689777874,0.5366493097059052,0.41716493459475534,0.8043151843288385,0.9152845297086095,0.9768410141683619,0.6530387610612156,0.08734215378108778,0.23692607995007642,0.616421864106551,0.3546842238873046,0.7271882564751049,0.7208640835175619,0.4602569055135487,0.4710212758194394,0.4535880021086416,0.9873925708676243,0.4991552622511465,0.12502902262727067,0.6109664894991096,0.1369757403566405,0.5563003006142097,0.8757900697083935,0.470021603397912,0.6309275682362442,0.7254751159274982,0.885495439696485,0.6288610473436956,0.34691944662260243,0.8751258616877887,0.0794004058917176,0.16956499749953535,0.707867149872687,0.34565893318355523,0.9851920012810449,0.4619017783991942,0.8372927432956614,0.5995373136202159,0.423827230017064,0.9328722009499871,0.10975789157633198,0.1985366746636733,0.5980645149643096
Dungeness_crab,0.5281820553513314,13.471171782226552,0.9899456932913717,0.16071455459240014,0.8324478214494332,0.35999791767089107,0.19818334872469723,0.18954966498569703,0.29707912724264063,0.6618157211025875,0.6350416766241316,0.20365064615689576,0.4374568303052834,0.594459625838457,0.47706402893530364,0.5087944392047106,0.8855994167159219,0.43805669434348216,0.17682875943436505,0.6678371583626057,0.3301248879461397,0.0919533188009487,0.17557810927926076,0.719834736221505,0.7122364962148872,0.5220097369221716,0.01533815293827534,0.20535714469991573,0.9587082295897174,0.0,0.8368842756909571,0.18509228628461694,0.6486837096417755,0.6609382199843719,0.9441514760554863,0.8946396882547003,0.061973817556198685,0.2708799479852537,0.46944097573122,0.8803863236483837,0.01716074733990769,0.24474150629785907,0.3178163428003278,0.857094153559608,0.3904071310610947,0.7143176543765473,0.6571550995658527,0.08874751076660692,0.5005953425785677,0.5930857165218154,0.24012840558065984,0.9869834409841299,0.8194001788376949,0.6656764769878445,0.38771069450768225,0.7034553446825829,0.8342244525262628,0.8600012562892814,0.5053938103582396,0.7838288325653222,0.07858399772956004,0.6457843797118796,0.5708367665346219,0.6568879291823707,0.7112173380132433,0.5207186381291306,0.8897462702946165,0.8736204457581084,0.2093786486453333,0.19087564818952807,0.9358793738889194,0.8996892195063777,0.4604091803223359,0.7226359098230847,0.3669331581845173,0.5454216526425741,0.3457686646788606,0.8739501421981682,0.28008996563645505,0.009353435236388874,0.8809913842028672,0.8874735180020857,0.5032089083814947,0.8867829024010225,0.20637702482588438,0.7418039622646292,0.18156891333812353,0.22751865440787722,0.7934836574767616,0.6457579394262871,0.6881605622195457,0.864787824856223,0.014439341696973917,0.8691170104817911,0.2974247560342538,0.017105856096784056,0.835118293292135,0.47915253031824234,0.7648029412761751,0.46686631957953684,0.22283597710127334,0.8837491675413777,0.6674637269520568
English_Sole,0.06237472973214242,13.602484605715574,0.5204797983036004,0.1951966112977086,0.7473643054174632,0.49990955803149806,0.1150892001827104,0.4468189768655374,0.09503473409981888,0.6099705567451807,0.4603172912727339,0.361212687034699,0.17887703782804998,0.20825499408337966,0.05660934382921268,0.22689813805806525,0.17203727229348464,0.2540069100031802,0.4260220163543841,0.11704921700914084,0.7535834039186442,0.11258371556479918,0.056024197234215145,0.3818079640743246,0.5734232398255541,0.6424048071673849,0.021465147599234347,0.9414837400878595,0.27290357292772915,0.8368842756909571,0.0,0.4585939999619355,0.1658313077592951,0.311285316747579,0.3956448281911392,0.9089982800447436,0.9448222528396938,0.5017915163274146,0.8129468473279072,0.47549651936175696,0.624450574631178,0.09551366910335735,0.7437744808675439,0.3723254598944177,0.9361432895724999,0.6641797206471187,0.09753506266344925,0.41617984580383394,0.9166756507151584,0.10198403512251919,0.22559146214816506,0.2862808184377116,0.19390272257343322,0.5301473625031822,0.16288301118014015,0.5043297655264866,0.894721681954221,0.2420677577257515,0.28226268755322836,0.4060345687281046,0.30202864310724786,0.05072619812659651,0.8452400681184394,0.2351471986394975,0.5607650427654773,0.17526913120581455,0.6827835279288383,0.41286809317016615,0.3161034998128066,0.945069463666224,0.00928013587194898,0.4681906391328817,0.516684829924576,0.9370344171969539,0.8039335818491803,0.5992501689921629,0.14701354685646817,0.9559727851144312,0.8869686531158587,0.6221623729041387,0.7479306289795082,0.32631713602931356,0.9495671307840997,0.7126316867974146,0.09195356956310574,0.3923959429120494,0.47355606635871217,0.385859779813035,0.5362220679491326,0.9634639769275755,0.8703898554817253,0.4383369231470391,0.07628842368062971,0.10052843622650032,0.7739856841808677,0.32769952968060123,0.6843176262472156,0.17500383808052877,0.9584082155195023,0.7224915614730723,0.12790636937525246,0.1796018761848439,0.17103768347492554
Eulachon,0.1929401642252131,13.203318048502231,0.8133331786485032,0.3407021962177411,0.6780618307308456,0.700407328196307,0.9271312682051125,0.4933554307219379,0.4704757051427074,0.397860940164,0.9923026396953805,0.3681748362270798,0.7095508495742,0.15846871671046114,0.07050281276182868,0.9391650377520985,0.408619595010673,0.29959098407002327,0.7599701279225612,0.34050309403253376,0.7428581810409574,0.389375554029711,0.8058187569020031,0.06783674725386835,0.36655358842062213,0.7243887078214376,0.06679433060367934,0.3032743079024437,0.6353616893969922,0.18509228628461694,0.4585939999619355,0.0,0.4413651667907542,0.32975685661016263,0.1594230364540944,0.9667030908195985,0.17156596805589996,0.09204671575511159,0.4436880013114498,0.8840462364455176,0.023571230756718964,0.008213118801678077,0.4217753314060939,0.17171326231686956,0.6414921411626071,0.985832734295862,0.3081774410446235,0.3770640497466443,0.9547651965394247,0.9694857267771251,0.19675155930183608,0.7497527779296956,0.4317091795650245,0.8095736544805356,0.015934708117526508,0.23955425429113975,0.9051427249945125,0.3581248753666524,0.9948501997759173,0.3090036549394365,0.2583621688379907,0.5939886079861671,0.19163140083871788,0.4236465206198643,0.5137824539868121,0.2646182127894746,0.9458651675309933,0.5396636430075857,0.5362939060403205,0.5023693245815178,0.03059453977670379,0.8403342542627971,0.49590256770331964,0.23175949004300478,0.7274090867677632,0.48832297238504185,0.06090872002025138,0.49135941193589827,0.3573774490873287,0.8876995186243795,0.6337498164093278,0.7349856549766633,0.38411037344191223,0.7815935460845879,0.35118115740477696,0.10386644845048187,0.058547596241172006,0.7801206280699905,0.21513777275191748,0.008137555284210007,0.06884205506446783,0.8880532707682683,0.6373215592852522,0.8015605033668407,0.711455202213346,0.168533783440577,0.8490664531171453,0.35951339977259444,0.42750594127193686,0.34111497455700746,0.969734505216157,0.7733006355862595,0.3163659904855658
Giant_Pacific_Octopus,0.2079676850329052,13.37570450672031,0.030216403619169885,0.575858140003209,0.7403732694540877,0.3433361317268724,0.636558661350963,0.3216290392850687,0.6365452288815261,0.7273805457554914,0.01500197040145912,0.44646985816456586,0.10893539121565932,0.2819721902649315,0.6869226210042366,0.2995886212780178,0.474242196783612,0.5861342132699674,0.0892427815679937,0.7325202920251779,0.9653714280540268,0.67538591290233,0.15547421985045173,0.08953133353105303,0.28816521663571004,0.02762330952341796,0.9683953048485536,0.9858908460698859,0.030791078432128582,0.6486837096417755,0.1658313077592951,0.4413651667907542,0.0,0.7843458309518315,0.6574212938041462,0.27769503637572646,0.6413993826905693,0.5669177662750053,0.3775106845403544,0.5097963166976731,0.9680078900957817,0.08382180997296851,0.942789526723546,0.3685452653547219,0.26468355148630973,0.0958354163600107,0.21707065237240408,0.2307931100282229,0.07592558964578744,0.050712438742991583,0.4616760778253529,0.103259462979577,0.910452738782418,0.06950501027121458,0.3241616763375994,0.3194145826751059,0.17059117047926897,0.22636561492113516,0.8408316246273075,0.4352915511951343,0.39086354980709803,0.9279204073805096,0.2854402269291477,0.04974686974967779,0.8377644929568698,0.7181299125621841,0.900532382579295,0.05301199126233491,0.014436928521603942,0.7656399909519465,0.8965259892483652,0.30031492201678633,0.751740072513416,0.7816920050220056,0.3036145083472426,0.08021258537131948,0.49512286293193675,0.9178605491972764,0.9600622480002645,0.47799696402057534,0.49600103155962494,0.5797756458957909,0.24728042100557468,0.2866907753926111,0.7272334313249184,0.524884018995475,0.3752148703500273,0.6326964544699446,0.3753471531361392,0.4479371972455406,0.5956404452721137,0.5193952107656058,0.9158584352931287,0.0833492403617323,0.8802176876967861,0.9075763810818188,0.5857730321224834,0.6629519319509868,0.29147650075747755,0.0012256656701395974,0.9437035382379576,0.9410145372761266,0.08856345616965433
Giant_Wrymouth,0.6646577529853787,13.607009470372576,0.9832672809338182,0.045500217177781965,0.9744060389611603,0.19281527026870293,0.13582853381513837,0.17778996384061552,0.270187718083871,0.9555704375537524,0.4440747824123217,0.45776090037757544,0.2527551447940459,0.7882539705153151,0.946408587615251,0.7170614929488182,0.15874515706894443,0.8749820773975054,0.10893391590495594,0.7387158119982119,0.4838085404461314,0.4884106082917167,0.8614188643207522,0.11266381017761196,0.9964778079667326,0.5385171352076863,0.34167440457158194,0.2707252785302575,0.9527228625368882,0.6609382199843719,0.311285316747579,0.32975685661016263,0.7843458309518315,0.0,0.9248822620944959,0.12063607576454038,0.6279502821290553,0.628271349292633,0.8864999904636371,0.6175541599774682,0.161607964788675,0.37681663660009423,0.18843044391161,0.32671542036109225,0.8236661614901091,0.6136166179145113,0.16910154755846574,0.9858790102387739,0.17968060393172836,0.45944371778809556,0.3221954645547461,0.872176377041778,0.4763050809788395,0.948229212209154,0.3179113528880405,0.13241030188383196,0.009857532627464471,0.3083119412366342,0.42766955889778957,0.44593430650781574,0.2734717667494705,0.7942425819957782,0.02693154652295937,0.4729094477218637,0.8258344861879432,0.016670811635942417,0.5428354984332787,0.8780246559667456,0.9781249140095554,0.21240343395668526,0.13580054232799887,0.14109906393546945,0.20784313385213982,0.7063547494889714,0.6543195932575351,0.8309022277963669,0.11006937305692588,0.49158870725017545,0.8967723848932392,0.4174710236086512,0.1680223545365087,0.8571789852832673,0.06514082735895921,0.8139185162526933,0.6639042667078916,0.2327974651262844,0.0035704037646788755,0.12155157589371557,0.056516870562063226,0.304099829084021,0.7368092634698479,0.7005291957014683,0.07186531721682499,0.22909485930671236,0.338779885979433,0.09828406955531632,0.6360807820072367,0.6361603378932027,0.9478211309683968,0.838981791013239,0.1085740718896826,0.6765185892942926,0.8071328275116791
Great_Sculpin,0.7625130838872215,13.588992872543749,0.7378676425209608,0.9297606642090848,0.22566118961797588,0.4011436583126109,0.7264771678206474,0.5846463986598738,0.28387496288231884,0.6607234309807744,0.06768511414066225,0.734469397591038,0.06015592190136887,0.0426665594461374,0.572688951423959,0.205238511896929,0.5639339033102166,0.32527113153337006,0.9703790765476529,0.402279183158305,0.8181190075265136,0.48064697857358396,0.6628379335330244,0.45633156930444296,0.02257372817161174,0.39826151728358183,0.5316693173016803,0.6703110504542075,0.295387896493273,0.9441514760554863,0.3956448281911392,0.1594230364540944,0.6574212938041462,0.9248822620944959,0.0,0.7904968574048361,0.7305256968004703,0.10863016890517607,0.99020926862037,0.24737512235680492,0.07292938754022804,0.9093388518119554,0.05093598437755187,0.4688279841614469,0.4198008224278693,0.09139533768644859,0.3140782921992854,0.16663351734026,0.16500294853848096,0.8987946285916805,0.9145171371311352,0.49067640157950043,0.9135826639275139,0.37728891220691374,0.7625785245454021,0.2744194515910815,0.38235590854593804,0.5630741983816397,0.3309791163022875,0.9066918041613291,0.32684884185159857,0.8719636853904441,0.7575266598985194,0.02480710370793271,0.1285997912195771,0.021791701909188554,0.9329477016902457,0.43669621639087874,0.35831797567199575,0.9544216099902518,0.4426502678596015,0.7086078893224372,0.21132409365450333,0.569385121551774,0.49295004854017777,0.9569795236454705,0.778700320632902,0.6936710449210152,0.6801795835084252,0.6812872041300222,0.5469752448417754,0.5620086944043016,0.4079375023512999,0.03643518512017463,0.060515518622005104,0.980031772389695,0.5593886205643703,0.6208674349830664,0.554524127980078,0.2595418246997516,0.008101891436925968,0.024395422527207167,0.8771693643937633,0.3089759562681599,0.04540521503126327,0.09827145528674908,0.6311010677845467,0.159091921089064,0.5531134634245343,0.831096755246043,0.7090007324703064,0.04331694818559084,0.5101657053455613
Juv_Atlantic_salmon,0.4128366072091805,13.653808512394038,0.04262651257694816,0.6872188546437906,0.689693377388079,0.8880744314154475,0.8589069547359057,0.7624088778195479,0.7934362126099885,0.8116357082269074,0.4017707320712205,0.33493322428124606,0.5050220363373652,0.48560861094428653,0.15581542181243624,0.5050502606003867,0.19202366556374773,0.7538440528966368,0.6503563176807613,0.3977191947349099,0.7401684464863582,0.3403004351571032,0.8589648411731714,0.9949106895410544,0.6976355151923034,0.5604027431500006,0.39805439100153817,0.12501047793489128,0.7312131420575234,0.8946396882547003,0.9089982800447436,0.9667030908195985,0.27769503637572646,0.12063607576454038,0.7904968574048361,0.0,0.23803836562353942,0.7663780062762402,0.7981073556532164,0.597277631250263,0.8271030226953131,0.3507487264078404,0.680473750711136,0.49343568085623046,0.36508303510554774,0.0815374666174622,0.23179702330985075,0.525679895917332,0.6546973598268453,0.34182624977466725,0.5808345727808651,0.7972518993442943,0.33027365076136306,0.20577960479750157,0.804317793181308,0.7605747553622526,0.6806280492713589,0.910604002800413,0.6698992081041202,0.5524745601895262,0.4642407861438843,0.8661946932824561,0.38609224922632956,0.40385066152042437,0.3470963711556496,0.17040766171195376,0.4976439304732314,0.418449961719335,0.8634057731377991,0.9764616743550897,0.42667029498320663,0.14155087037714453,0.7164768869544558,0.607671984714345,0.9830905790612638,0.5340274359223279,0.08688950437099607,0.21296058731698086,0.8987114360264955,0.02693085352061897,0.5836149060901727,0.8406963160645514,0.32520124017221175,0.6778809347252162,0.2965639985617934,0.14371833721356875,0.8982075248584217,0.5605275096554623,0.17752462622177645,0.26438418187808055,0.8857101307176887,0.5380334241064273,0.4573726923628584,0.6603260627942024,0.11513064627786895,0.7142872692607002,0.9033780837665134,0.5525792869483492,0.6374696485434886,0.2364677371789109,0.459224994484438,0.013803766068749779,0.36111356050527044
Juv_Chinook_salmon,0.46085971818953286,12.809001592770997,0.4166221694480928,0.841168014116237,0.16286245265118404,0.8270668391513929,0.1319189752373906,0.41474581991774495,0.855648542805948,0.04975073993352841,0.8700051757548866,0.943293298089005,0.1565878934023095,0.3985753154283038,0.17160683165767698,0.1574880072398387,0.3145873415703778,0.3202962362498841,0.013024587454385839,0.7776569041492024,0.2664574213979003,0.19984751218423213,0.17668333273878978,0.39614527448706527,0.1769929709973065,0.9856639279746485,0.03108419879631208,0.4694290319290443,0.06330780724153351,0.061973817556198685,0.9448222528396938,0.17156596805589996,0.6413993826905693,0.6279502821290553,0.7305256968004703,0.23803836562353942,0.0,0.30437333000255296,0.11748759058915215,0.17083598613332351,0.8205863621427206,0.4026468646660488,0.13039116101171144,0.12597469107908554,0.40267173516420274,0.6116091313160461,0.8644509104588898,0.26151305852843953,0.2547595102485519,0.8730654391960825,0.6348081895106366,0.7466304892166704,0.6166872402850837,0.7550667942453227,0.9902740482415567,0.8626930788650368,0.9540369575217961,0.48149259995507854,0.4966715774589179,0.8384979947184069,0.17116010525996128,0.19092440704986946,0.44343858014683346,0.33745637942861306,0.13475722255102773,0.6548129261718446,0.1361997155613478,0.9054414195355465,0.3192616433126616,0.8494878505627977,0.11732687058098101,0.2406877255235489,0.9782638764109127,0.6143782719357622,0.21481381009810696,0.9993220553057042,0.838054383813739,0.887470253284164,0.38071015552984067,0.6676079249299042,0.5288997845481235,0.007950178119947249,0.7185527166987951,0.2544099181069408,0.6472015441036997,0.35415269413729,0.7529166663048767,0.6923170720480102,0.10716141104337851,0.32474782835011273,0.4066921879315548,0.7337860678220239,0.7564827395164052,0.06562346314831147,0.24342545706150986,0.011527052857227327,0.7240602529401828,0.24307195171910378,0.00019851450532071269,0.738974062311219,0.7717982923780294,0.3869641935632756,0.23794691346613395
Juv_chum_salmon,0.40311554414694617,13.727458176271373,0.45005337766040143,0.9897792209583031,0.2359077486137191,0.5068919671038525,0.3622679115450207,0.3663639058185758,0.28960293596594144,0.6525373268266574,0.8874200696881769,0.0965783631073256,0.5585092941333061,0.274800691508827,0.6402375125873102,0.9229798792404581,0.2623055133646416,0.5676166601830869,0.21765489394609816,0.5382479207452687,0.45958180715122654,0.7111155565650542,0.6152151710990145,0.6419141806397036,0.6842722675681915,0.9334061159583804,0.1983160614138052,0.8842611781247962,0.10328025904052462,0.2708799479852537,0.5017915163274146,0.09204671575511159,0.5669177662750053,0.628271349292633,0.10863016890517607,0.7663780062762402,0.30437333000255296,0.0,0.4274675455014366,0.9041804784930223,0.25443580508172225,0.3616201865141323,0.861119602650968,0.4616904621713709,0.4592158592541523,0.355578705296162,0.561639826923262,0.08911211554414322,0.8974908783188992,0.7531295069319329,0.9327611789849315,0.676533065940967,0.652117301936318,0.5234570166779976,0.03379829187994754,0.21168279540096313,0.8899273648826032,0.8621382812704522,0.5219616181132295,0.16172024509201943,0.31299403057740083,0.8128474897528926,0.7930704276575145,0.9100149738747536,0.7958839157069382,0.7394112539095038,0.30129058256555064,0.9733808768492527,0.3675231370673703,0.9751689022307136,0.22521914232896412,0.12673111934410752,0.9016944036092289,0.9530388653151625,0.4615111574751747,0.3418951757661486,0.6029585424027364,0.1076714945530689,0.2503570184612399,0.1920188086202511,0.6784023947523206,0.3609850724013972,0.20125549520068287,0.2714001273082406,0.2400654078754283,0.9524295743649168,0.11027830859300769,0.8815992424692909,0.016493436414726115,0.950189458296165,0.981426629278282,0.4338662530289471,0.9064321050372068,0.6905620074294992,0.8210255516210531,0.1834183215613704,0.27834742807489554,0.3344491335743539,0.7785402904042685,0.64507129298302,0.6347560456310964,0.6917462534083886,0.3033658684511691
